Txn Hash,Timestamp,From,To,TokenID,Contract Address,value,Token Name
0xa6085d6ae00a13f60d083d26e622d01bc95fcca045e3407748836e13565ae4e2,"(May 18, 2022 23:19:57 / UTC+9)",0x6bcfb16635cf0fc6a4994c631dd713f446f724d4,0x91181526663eb2fc13b9520afe263c477eacf093,18296,0x41cff281b578f4cf45515d6e4efd535e47e76efd,30.000000,GIFT
0x8b445e0b83d82cc9aa0570060e029805d9468ef237015ca6ab067a4d80834b06,"(May 18, 2022 23:19:52 / UTC+9)",0xcbddcfb3964fb57d45e412c6a457c36122876c6e,0x7c2726a0a3df94fd4fd03ff825d212e036543488,6994,0x41cff281b578f4cf45515d6e4efd535e47e76efd,324.000000,Toxic Ape
0xf7903d992aa8eba732c1c583bfb6168ecee12f70f31b805355692fa2794246b5,"(May 18, 2022 23:19:43 / UTC+9)",0x8099ffce92c9342c947351aefab3e71b6cecd9af,0x7e83aa98780744c1038626aa5beb004f5bf7e6ea,1984,0x41cff281b578f4cf45515d6e4efd535e47e76efd,200.000000,Mee Cats
0x4a36b2cef1e983862f6ffd1e9a4028d969dc297a18652b27d8d500341b79f58a,"(May 18, 2022 23:19:40 / UTC+9)",0x95791156bfae1408ab3929624fd2802d4d68e51c,0x91181526663eb2fc13b9520afe263c477eacf093,18294,0x41cff281b578f4cf45515d6e4efd535e47e76efd,30.000000,GIFT
0x3a39ded692de5f907292a647ca722bfd8cfe040f7a58e0aedfcc17ea1bca0381,"(May 18, 2022 23:19:00 / UTC+9)",0x46d411761ac630139872cb7cb58a3e0021f7a819,0x5c7bbb54d9265953ebfc918a5f2c53d66f45ae14,6338,0x41cff281b578f4cf45515d6e4efd535e47e76efd,298.000000,CELPI NFT
0x0e894d1df65e77db40850abf8c03a04760ad050841b3702577a4edd1e516f298,"(May 18, 2022 23:18:37 / UTC+9)",0x1123f75a1b7255879b2ea808fb6d3fdf2fa869aa,0x273bbd7c8b15ce1ed44f4d7b80eb00f805e0aea7,251,0x41cff281b578f4cf45515d6e4efd535e47e76efd,5.000000,KAI3 TICKET NFT
0xcf7bfa5eef18da3463e5a9f5909bc453c84dae2781cbbbea1a59e832fec208cf,"(May 18, 2022 23:18:14 / UTC+9)",0x1123f75a1b7255879b2ea808fb6d3fdf2fa869aa,0x273bbd7c8b15ce1ed44f4d7b80eb00f805e0aea7,246,0x41cff281b578f4cf45515d6e4efd535e47e76efd,5.000000,KAI3 TICKET NFT
0xcf3cd6cc33098640b82a46dcd973b76b8f58a66098a09c781313a9bdf689fe25,"(May 18, 2022 21:51:49 / UTC+9)",0xd7ab2b066a8460670e254e3a478fd2f83a83cfb6,0x91f124708cfacc184cf59345c795faa715282ae4,3622,0x41cff281b578f4cf45515d6e4efd535e47e76efd,240.000000,Klay 3 Kingdoms
0xe8fd4a3b61238ad0cdcbd78ab913a31448679441d6b209469485f48720bf5e26,"(May 18, 2022 21:51:45 / UTC+9)",0x6bc50f29e2a8c3722cb106f8292ed23babb349ec,0xc540962e7eb0c265de700fa93a9c2fdc9a6f23e8,574,0x41cff281b578f4cf45515d6e4efd535e47e76efd,275.000000,Black Squad Classic NFT
0x67514886d762f95ec9e0888fa5a5a56866b9e637dbd4bb9ced332facf144157c,"(May 18, 2022 21:51:34 / UTC+9)",0x6a413d7cae41891a27e1984f2adfb84ad9a93c4d,0xffd9e6cf8e11013b737990db420c0d734d062525,202,0x41cff281b578f4cf45515d6e4efd535e47e76efd,318.000000,THE VOGONYANGS
0x73b3787d560b1092fb8f66b666681dc55128f588f9797bce706559cf78de3b41,"(May 18, 2022 21:51:01 / UTC+9)",0xb9504e32be3b1cc8aa576faca5005ee5c4917fb3,0x5c8f4c2630b81272dc8937e5406c8ce0f4f8e102,309,0x41cff281b578f4cf45515d6e4efd535e47e76efd,2.000000,MetaBrickz Gold Club
0xded59fec3de9768d25e58b159427284adad717f539acf4ad82c94b73a2a1ce08,"(May 18, 2022 21:50:25 / UTC+9)",0xbf629cc3d420680ae3032ef59686d7117145b62b,0x64baec15809a2f245465e6796df36db1e16d48d6,16579,0x41cff281b578f4cf45515d6e4efd535e47e76efd,65.000000,Sandbox Voxel Transfer
0x8d8e00591e26b8ecad4e660d2c26a2cdef4113e75564dd0d0665dd86f9fc88d6,"(May 18, 2022 21:50:24 / UTC+9)",0xb9504e32be3b1cc8aa576faca5005ee5c4917fb3,0x5c8f4c2630b81272dc8937e5406c8ce0f4f8e102,2717,0x41cff281b578f4cf45515d6e4efd535e47e76efd,2.000000,MetaBrickz Gold Club
0x8d648bc0ffbeae29fe94780ac8f5d4cac7063c5ce1fb9f5534d8a9bb4a203574,"(May 18, 2022 21:50:24 / UTC+9)",0x7de5f1b95b36030a117d7f2537e3b6181c9929b8,0x6ae28a751e850013363274293617d09969ed0841,8767,0x41cff281b578f4cf45515d6e4efd535e47e76efd,389.000000,Klay Kingdoms KINGs
0xfb37c1fd70b29a8291268dd3c03ff520cccb3dfa271aa83ae4dd875699948151,"(May 18, 2022 21:50:22 / UTC+9)",0x47895c6b6c48f8cf22e7ffa957137fb59b797496,0x79dfc121a7e07512e8a502fb68fbe42aac71ba5b,1502,0x41cff281b578f4cf45515d6e4efd535e47e76efd,"1,000.000000",Gaia Kronos
0x9887534c6ab8e74a45d3dec28d85cbfeeb024a8a98605ff3ce834bf95568cac6,"(May 18, 2022 21:49:54 / UTC+9)",0xb9504e32be3b1cc8aa576faca5005ee5c4917fb3,0x5c8f4c2630b81272dc8937e5406c8ce0f4f8e102,2714,0x41cff281b578f4cf45515d6e4efd535e47e76efd,2.000000,MetaBrickz Gold Club
0xd68f1282fbb68f8cca1983bd0274cb853717d2e27c9dcb8bc4dcdf2b566979ba,"(May 18, 2022 21:49:32 / UTC+9)",0xb9504e32be3b1cc8aa576faca5005ee5c4917fb3,0x5c8f4c2630b81272dc8937e5406c8ce0f4f8e102,310,0x41cff281b578f4cf45515d6e4efd535e47e76efd,2.000000,MetaBrickz Gold Club
0x59a127695b9ccf2edfb6d9452dbc563e80866f13c14d337d2cf7588bc3a4b75f,"(May 18, 2022 21:49:17 / UTC+9)",0x3bf1b8bc40f89ebf6dea7ba6925ffc892ab75048,0x831c9a09253b31f01926f4a1906679bae08f91ba,3093,0x41cff281b578f4cf45515d6e4efd535e47e76efd,279.000000,Black Squad Classic NFT
0x82cc633eeaf7fb8abb6bdd021a200b619d7b41fc27ac5e21d7fb8f9bb283b46b,"(May 18, 2022 21:49:17 / UTC+9)",0xb9504e32be3b1cc8aa576faca5005ee5c4917fb3,0x5c8f4c2630b81272dc8937e5406c8ce0f4f8e102,2715,0x41cff281b578f4cf45515d6e4efd535e47e76efd,2.000000,MetaBrickz Gold Club
0x5835fe13572904f32a41eb02d2d8697e82aa89b589dfc07dc6d2b576936da547,"(May 18, 2022 21:48:59 / UTC+9)",0xb9504e32be3b1cc8aa576faca5005ee5c4917fb3,0x5c8f4c2630b81272dc8937e5406c8ce0f4f8e102,308,0x41cff281b578f4cf45515d6e4efd535e47e76efd,2.000000,MetaBrickz Gold Club
0xb69dc927a4d3d33b627383fbd3d92fb51b261341e3c131c9fc698b595346a09e,"(May 18, 2022 21:48:12 / UTC+9)",0x3bf1b8bc40f89ebf6dea7ba6925ffc892ab75048,0x831c9a09253b31f01926f4a1906679bae08f91ba,3091,0x41cff281b578f4cf45515d6e4efd535e47e76efd,279.000000,Black Squad Classic NFT
0x359dd7d09c8433a36f4de00aaff8c6a1c5807e683814a4b9ddc729786d0260ab,"(May 18, 2022 21:47:35 / UTC+9)",0x3bf1b8bc40f89ebf6dea7ba6925ffc892ab75048,0xbd88517168088a1e9670c2fd995e0d91cb148a99,3085,0x41cff281b578f4cf45515d6e4efd535e47e76efd,280.000000,Black Squad Classic NFT
0xb8955dc785e55155159a5932c6bc864e2da1f6a43bcbe7888194a606fe507dfd,"(May 18, 2022 21:46:52 / UTC+9)",0xcab25745145f2daa133a34804d2ad7592a1282bd,0x0385cc7a48d6d19fb12b0c27a20e848888b4ee6e,3881830550,0x41cff281b578f4cf45515d6e4efd535e47e76efd,10.000000,bubbly people
0x074518d784c02386c351f273bba4f1fd74f419b6e6745bec1759b6d1cac58f9a,"(May 18, 2022 21:46:48 / UTC+9)",0x83fb8c86791c10b1f63ba044490d4b0b8a05b8b0,0xd203f98949dd4dda830bee2d8fe0f208b2598313,91,0x41cff281b578f4cf45515d6e4efd535e47e76efd,30.000000,DINO PFP
0x089524eff799c0d051ca65100c4f047d0d3c8011c61353ecae4c733d463fb3c7,"(May 18, 2022 21:46:35 / UTC+9)",0x3bf1b8bc40f89ebf6dea7ba6925ffc892ab75048,0xbafa2b35a25b9797eed9e764b6a984abd962d38b,3087,0x41cff281b578f4cf45515d6e4efd535e47e76efd,280.000000,Black Squad Classic NFT
0x26a2c517c3c6614c00c65c5a95fd47f2d9b541f9f243df5db87a7c464653dff5,"(May 18, 2022 21:46:16 / UTC+9)",0x3bf1b8bc40f89ebf6dea7ba6925ffc892ab75048,0xbafa2b35a25b9797eed9e764b6a984abd962d38b,3083,0x41cff281b578f4cf45515d6e4efd535e47e76efd,280.000000,Black Squad Classic NFT
0xbba89dd5bf078a512b39a2311a257b57ccd6849cba522546059ef00ec2a90958,"(May 18, 2022 21:45:23 / UTC+9)",0x3bf1b8bc40f89ebf6dea7ba6925ffc892ab75048,0x7ef1ce7a13bf9530a2d4774486a06b2876bb8470,3090,0x41cff281b578f4cf45515d6e4efd535e47e76efd,281.000000,Black Squad Classic NFT
0xb789ea46b11cadd513bd89d0b6368456f250841270c7c53f2f2c0db5034200d9,"(May 18, 2022 21:45:22 / UTC+9)",0x7bd59006c8b59b97535e3ae256865918236ecc20,0xcfb935c7f44d15ff55652dc70d9cbdb96c30dada,493,0x41cff281b578f4cf45515d6e4efd535e47e76efd,115.000000,BMCS - X TIGER JK
0x38b606b72c9c6b42c7e71d51bfe60c1dba75fbff30b057fd3709af724584cf71,"(May 18, 2022 21:44:37 / UTC+9)",0x67b7593f09811de370ece7ea72db12ac5ce5eb04,0xdef372f7bfd1de5d2541b43d12b93212b2203382,2633,0x41cff281b578f4cf45515d6e4efd535e47e76efd,360.000000,KEROZ
0x68267b47d486c01e35a3d921619fd0bc15f257677e7e8fee4adeb3fe608c4717,"(May 18, 2022 21:44:35 / UTC+9)",0x3bf1b8bc40f89ebf6dea7ba6925ffc892ab75048,0x5895bb42502137f5a46e37ffc50a6acf9fc4fb7a,3092,0x41cff281b578f4cf45515d6e4efd535e47e76efd,282.000000,Black Squad Classic NFT
0xd285bf58db9dacc2479e47ed6c844fb74276140bfad33960040a6ea27e73a6c3,"(May 18, 2022 21:44:08 / UTC+9)",0x3bf1b8bc40f89ebf6dea7ba6925ffc892ab75048,0xd3dc7e9834a43c659151dc49a5deac073a1b397f,2218,0x41cff281b578f4cf45515d6e4efd535e47e76efd,283.000000,Black Squad Classic NFT
0x8265d337abf8513fa4425e27474b3dafc17893cedcf29e0e571f8959b052346d,"(May 18, 2022 21:43:53 / UTC+9)",0x9d50194defe38d5a9fed0856568fb4616953ffd4,0x20eafd7d579b840507009651a8c72bba88005e2d,50,0x41cff281b578f4cf45515d6e4efd535e47e76efd,290.000000,CELPI NFT
0x01004351c4af41311aa1453f6770053f26bf8d98ba4a2110b6c07e3569534500,"(May 18, 2022 23:08:50 / UTC+9)",0x489a15032baaaee72c83e0f7ab1114d788eb40d6,0x554f83b9f945f60f4c1d042a8be2c7860716e690,925,0x41cff281b578f4cf45515d6e4efd535e47e76efd,32.000000,Joseon Dynasty Omnibus
0x2c0124fb7d25fd79c6cd8fa17c051020bb823b874be2a337c0b6eaf0d23444cc,"(May 18, 2022 23:08:48 / UTC+9)",0x9d8024d40660ab7ffadfa09441e34ce78cae683d,0x5b06a59b5409e40b8c32a5ca60a7c010f86bded8,1541,0x41cff281b578f4cf45515d6e4efd535e47e76efd,70.000000,ROOMER CLUB
0x761417eecec6cfc5d5f67dbaefcdc942212961b1f0e49ddd26ddda02ca4169f2,"(May 18, 2022 23:08:48 / UTC+9)",0x2bf658906c40bfb4508eeb9c892e9f0c49715399,0xdb784e7fa2358eb7b1e2c3a74feaac61e1a79980,735,0x41cff281b578f4cf45515d6e4efd535e47e76efd,385.000000,Black Squad Classic NFT
0x72dc4bf78b2cc8014b3ff674d093252d5dca2ee8366183f654568270c3a8f815,"(May 18, 2022 23:08:47 / UTC+9)",0x3af6c08760b782b52c32305e57f76c676141e468,0x74a2f51c1912ac7bcd3456b83ad5c4ce9664fdcb,619,0x41cff281b578f4cf45515d6e4efd535e47e76efd,325.000000,META BUMZ
0x4123c772e21dfc8e2803b8a88eaccbe57e7012a4f638e8fcfd944edfd49f9499,"(May 18, 2022 23:08:43 / UTC+9)",0xc19e1e47a9fddb514771e955eb55a1b2fce385bf,0x269b01b0c9347f265bf62ccf835e106af72e64a7,77,0x41cff281b578f4cf45515d6e4efd535e47e76efd,20.000000,MOMO PFP LAND
0x16a6b9d8eec9d0427106c00a48f88ba77461e1caadb3ace2083f5f8ef7c67bb4,"(May 18, 2022 23:08:22 / UTC+9)",0x1d556c88a8934ae507130df0d70f334a794e9e00,0x69fbbd7f05782855e5040b1f7165908ee5c007f5,1798,0x41cff281b578f4cf45515d6e4efd535e47e76efd,169.000000,KLAY APE KIDS
0x5ea84f668a653e1ce7ab35640bc0555df685cbe4d7509a8198f0e8f1e378a55c,"(May 18, 2022 23:08:15 / UTC+9)",0x3af6c08760b782b52c32305e57f76c676141e468,0x946aaa98de2234d56cfdd99eb3c96e54140cd312,2804,0x41cff281b578f4cf45515d6e4efd535e47e76efd,320.000000,META BUMZ
0x205036637c1807f3e35b9ce7e8501d48762b65ec06810a5e9dcda07230fce4d4,"(May 18, 2022 23:07:53 / UTC+9)",0x1d556c88a8934ae507130df0d70f334a794e9e00,0x69fbbd7f05782855e5040b1f7165908ee5c007f5,108,0x41cff281b578f4cf45515d6e4efd535e47e76efd,169.000000,KLAY APE KIDS
0x1f40df84abef7df5670c999ef8fe8d582deb5737dc096cdbc51ee1220b33e694,"(May 18, 2022 23:07:48 / UTC+9)",0x2156ddf6c25486e415d35fa5f7dd51f530f4d41c,0x79d1ee600b6632f1c020429edc671abf471697bb,407,0x41cff281b578f4cf45515d6e4efd535e47e76efd,"11,300.000000",CHANGEVERSE
0x4c28cc9e12ec934e9ec100d69bed6bdfa331e746f38e3c5c85324db4a8ffd9c6,"(May 18, 2022 23:07:47 / UTC+9)",0x3af6c08760b782b52c32305e57f76c676141e468,0x0472897edcca8183792c6c25dab3022f92bbc5cd,2389,0x41cff281b578f4cf45515d6e4efd535e47e76efd,330.000000,META BUMZ
0xb57c7855ecdd1836021ef6351d08c1c061c1281c37087925c1c9825ad7189517,"(May 18, 2022 23:07:27 / UTC+9)",0x3af6c08760b782b52c32305e57f76c676141e468,0x89ad8913e2ee8ba958e20ee935b5e523d07decd6,1825,0x41cff281b578f4cf45515d6e4efd535e47e76efd,309.000000,META BUMZ
0x44a95038f30c519b346d20959370af25047472f1708c1a2fdfe1db6aae6e6eda,"(May 18, 2022 23:07:17 / UTC+9)",0x8740eb17a929be36b4b0470a288958c4f2241a38,0xc64fc4e301f05609fde1f041b161e4f9263a91bb,2476,0x41cff281b578f4cf45515d6e4efd535e47e76efd,170.000000,Meta Adventure
0x7a4e7626ae17484702e8116fd4ee7856bac62a09301731af14b17d0179197dca,"(May 18, 2022 23:06:26 / UTC+9)",0x3af6c08760b782b52c32305e57f76c676141e468,0x49696778c25f6e58c0a73bee3062727c8550796f,3357,0x41cff281b578f4cf45515d6e4efd535e47e76efd,329.000000,META BUMZ
0xb529101888d9c4ef6ed6d978430c81ca3d0e9963546e48113e84aa4dd1f15cde,"(May 18, 2022 23:06:17 / UTC+9)",0x40ac6cb02bd4c2e740f472fb70d64ffe62947b16,0x4ce5213d77b4fa60b3956b53ae433ab735a47f2c,5892,0x41cff281b578f4cf45515d6e4efd535e47e76efd,90.000000,DSC eMATEs | ROCKET GEEKS
0xd87a3c0f124718643f2c6f2e53de085e37b15f93ce9691f86cf4d69cbfdedafc,"(May 18, 2022 23:06:15 / UTC+9)",0xfd15c26d7fd78e8e44ba530385c95cfe6ec51184,0x15cf4440c536f5990a68d7e0d2810c055318e501,2121,0x41cff281b578f4cf45515d6e4efd535e47e76efd,221.000000,Klay 3 Kingdoms
0x8efd3f12f29a9f9bc942205e9e6c5e62948db681b2195c6d0675af497ecb195a,"(May 18, 2022 23:06:06 / UTC+9)",0x3af6c08760b782b52c32305e57f76c676141e468,0xf7bfd819905330ea056473ee04cbbfa67a1b7dd5,2995,0x41cff281b578f4cf45515d6e4efd535e47e76efd,325.000000,META BUMZ
0xe8a8565922d3947a9159ea6883f1b596ab68447ac497d43ee2e117281ec77bd2,"(May 18, 2022 23:05:47 / UTC+9)",0x3af6c08760b782b52c32305e57f76c676141e468,0xf7bfd819905330ea056473ee04cbbfa67a1b7dd5,694,0x41cff281b578f4cf45515d6e4efd535e47e76efd,325.000000,META BUMZ
0x772983b48e4ee117f14fcc3540f2235eb218fe2bcd2a6d23375b8b918035c166,"(May 18, 2022 23:05:41 / UTC+9)",0x56e06fa8419db278d26999521f54a17e83572a7f,0xb1f4d232cffb739b2a9f2ba12218bc2e0d176a90,927,0x41cff281b578f4cf45515d6e4efd535e47e76efd,355.000000,Klay Kingdoms KINGs
0x9a6d08814b3ee772b01f297405eab93fd09f90149bef4a683050fac1c499f3ee,"(May 18, 2022 23:05:23 / UTC+9)",0x294cb6f3ad6dc728163760a7d628d4eb4af674f0,0xcc57018e005f2f111953d658384be45621d1c38a,439,0x41cff281b578f4cf45515d6e4efd535e47e76efd,"1,000.000000",ArcheWorld_FandomCard
0x22540642fbf7a02daef3bbdd8efa25991295df7cc2f53f980e6b4b16470c777d,"(May 18, 2022 23:05:05 / UTC+9)",0xd37a5df1f482b1a7d7173afa98e29835d34694f7,0xd3dc7e9834a43c659151dc49a5deac073a1b397f,3109,0x41cff281b578f4cf45515d6e4efd535e47e76efd,299.000000,Black Squad Classic NFT
0x679ffaa0ef8abdfe4ae423b7c2ff9a88b4d8310482f94d9c2ff805c9a89b6893,"(May 18, 2022 23:05:04 / UTC+9)",0x947fe83751faf525d68ebadd34428051cccbce6b,0xc3f46500b242370cc5c47cffaf0d1818b8faccb4,7572,0x41cff281b578f4cf45515d6e4efd535e47e76efd,33.000000,My Fat Babiz
0x94cb03d5bb27e56ff7a411e03e456764afe48d24f53758ac3bc172b042cee94e,"(May 18, 2022 23:04:58 / UTC+9)",0xeb3fd19b74530ece4bd5a1d90e0ab76516a6380d,0x19503d1fbab47bd23a9e4fc5c04fc22064e18692,277847,0x41cff281b578f4cf45515d6e4efd535e47e76efd,400.000000,SheepFarm
0xb08b5c479d7160207958efc05cdba4601a43323d04d00d62dc7245d6e9532df7,"(May 18, 2022 23:04:50 / UTC+9)",0xdd948fa6121ca2c5994e51fc7511b4ac640dff44,0xb68c913159cefb857e0b15a23573ff7d30b4bee2,128,0x41cff281b578f4cf45515d6e4efd535e47e76efd,800.000000,ArcheWorld_FandomCard
0xf013dfe223699da9ba80c72d85df4e8ada00daa798c1906cde477332e3d72779,"(May 18, 2022 23:04:46 / UTC+9)",0x9c1c8a2f2accc64dad1c6bd26f0b36aa65fce219,0x947de7c1cbc1a2ddc70e65cd1377239260de30b0,103,0x41cff281b578f4cf45515d6e4efd535e47e76efd,90.000000,Lovely Dolly
0xb5b472e3cb1312390af8bfb990427f7e04b78659c072ff8d400cb40450aae8e5,"(May 18, 2022 23:04:45 / UTC+9)",0x9d9d1843a84f8158be5a901ba643bbec60b4e600,0xdd948fa6121ca2c5994e51fc7511b4ac640dff44,6898,0x41cff281b578f4cf45515d6e4efd535e47e76efd,299.000000,SurvivalismG
0xf9d3e86add3de74e1cb62d3f876d4698a0b02278d393f696fef76cfc8296ef37,"(May 18, 2022 23:04:37 / UTC+9)",0x8740eb17a929be36b4b0470a288958c4f2241a38,0xc64fc4e301f05609fde1f041b161e4f9263a91bb,2402,0x41cff281b578f4cf45515d6e4efd535e47e76efd,178.000000,Meta Adventure
0x24ccf16ee6a296f19450162f2012897d446acf60c1931bfbedd4ca888727805c,"(May 18, 2022 23:04:23 / UTC+9)",0xd7ab2b066a8460670e254e3a478fd2f83a83cfb6,0x15cf4440c536f5990a68d7e0d2810c055318e501,2916,0x41cff281b578f4cf45515d6e4efd535e47e76efd,220.000000,Klay 3 Kingdoms
0x9923d0b16fe8f9ac08b76c18b33baa236b5b802bf5257de57366026a02ca2778,"(May 18, 2022 23:03:01 / UTC+9)",0x801f23e460a3ac137339f8945c44b9ddd24c21d3,0x0ae4aec096930babc91e79f6128293e00099e5e5,2940,0x41cff281b578f4cf45515d6e4efd535e47e76efd,350.000000,META BUMZ
0xaca3cd8157a859d793368d1c2630d6070ffd58798779fbbf973ce32d5f0c5113,"(May 18, 2022 23:02:54 / UTC+9)",0x3af6c08760b782b52c32305e57f76c676141e468,0x5c743374a937c21fda4bdcaac83271c5a51140e1,769,0x41cff281b578f4cf45515d6e4efd535e47e76efd,310.000000,META BUMZ
0xeadf55fdba2c965281a15490fc206e321aa3863c17f2eecf64774195e438525d,"(May 18, 2022 23:02:51 / UTC+9)",0x7b7d3c4c4358272c733acf257ef47763a1c60e92,0x3b42a5a8dc5a9ee8ecfded6940acacf0398131c1,5494,0x41cff281b578f4cf45515d6e4efd535e47e76efd,"3,000.000000",Sunmiya Club Official
